guide	gene	DMSO_D12	DMSO_D6	D0_D0	Resveratrol_D12
chr17:47295114-47295133_ABI3_+	ABI3	859	532	816	1015
chr17:47297309-47297328_ABI3_-	ABI3	1351	1137	1137	658
chr9:133710859-133710878_ABL1_+	ABL1	1138	1028	890	1061
chr9:133730321-133730340_ABL1_-	ABL1	2182	2351	1875	727
chr9:133738383-133738402_ABL1_+	ABL1	1736	1070	587	598
chr9:133747526-133747545_ABL1_-	ABL1	2550	2771	1876	1212
chr1:179100598-179100617_ABL2_-	ABL2	658	929	807	2629
chr1:179095568-179095587_ABL2_+	ABL2	1026	1105	1049	1484
chr1:179090939-179090958_ABL2_-	ABL2	940	1038	866	647
chr1:179089397-179089416_ABL2_-	ABL2	941	1009	1385	1479
chr10:116417764-116417783_ABLIM1_-	ABLIM1	2403	2425	1167	3943
chr10:116361672-116361691_ABLIM1_+	ABLIM1	2272	1458	874	2329
chr10:116335185-116335204_ABLIM1_+	ABLIM1	635	587	771	786
chr10:116331133-116331152_ABLIM1_+	ABLIM1	1068	1090	674	231
chr4:8108316-8108335_ABLIM2_+	ABLIM2	1237	1575	1240	2138
chr4:8098947-8098966_ABLIM2_-	ABLIM2	168	231	255	310
chr4:8089907-8089926_ABLIM2_-	ABLIM2	2202	1705	1184	452
chr4:8082459-8082478_ABLIM2_+	ABLIM2	4506	3491	1308	2758
chr5:148577900-148577919_ABLIM3_+	ABLIM3	943	1408	896	701
chr5:148579953-148579972_ABLIM3_-	ABLIM3	1768	1237	586	1050
chr5:148586662-148586681_ABLIM3_+	ABLIM3	320	1026	1320	978
chr5:148596550-148596569_ABLIM3_-	ABLIM3	1691	2132	850	1661
chr6:139355312-139355331_ABRACL_+	ABRACL	1788	1962	1031	864
chr6:139355328-139355347_ABRACL_+	ABRACL	1708	1595	1642	1826
chr6:139363899-139363918_ABRACL_-	ABRACL	1472	935	357	2396
chr6:139363920-139363939_ABRACL_-	ABRACL	553	448	117	335
chr8:107782289-107782308_ABRA_-	ABRA	1321	1799	411	3414
chr8:107782349-107782368_ABRA_+	ABRA	3013	2261	1428	1361
chr8:107773305-107773324_ABRA_-	ABRA	357	810	607	842
chr8:107773687-107773706_ABRA_-	ABRA	1634	2020	1812	1388
chr17:1083002-1083021_ABR_-	ABR	1052	943	641	1119
chr17:1028675-1028694_ABR_-	ABR	754	1369	1174	327
chr17:1003898-1003917_ABR_+	ABR	379	400	446	181
chr17:986762-986781_ABR_-	ABR	123	200	572	54
chr6:26597267-26597286_ABT1_+	ABT1	758	1180	1176	487
chr6:26597301-26597320_ABT1_+	ABT1	223	487	535	74
chr6:26598200-26598219_ABT1_+	ABT1	162	492	301	491
chr6:26598555-26598574_ABT1_+	ABT1	873	572	737	1096
chr3:127391879-127391898_ABTB1_-	ABTB1	1091	1363	523	1737
chr3:127394883-127394902_ABTB1_-	ABTB1	1423	1037	1062	691
chr3:127395124-127395143_ABTB1_+	ABTB1	352	740	658	683
chr3:127395404-127395423_ABTB1_-	ABTB1	548	1103	1123	414
chr11:34378982-34379001_ABTB2_-	ABTB2	1101	1010	628	1094
chr11:34218878-34218897_ABTB2_+	ABTB2	824	971	717	659
chr11:34194754-34194773_ABTB2_-	ABTB2	1061	1301	515	1079
chr11:34192591-34192610_ABTB2_-	ABTB2	253	394	1124	777
chr2:71169482-71169501_AC007040.11_+	AC007040.11	1375	2191	1413	4157
chr2:71169536-71169555_AC007040.11_-	AC007040.11	898	1068	1367	6475
chr2:71169541-71169560_AC007040.11_-	AC007040.11	548	464	586	661
chr17:55822314-55822333_AC007431.1_-	AC007431.1	1869	1467	649	860
chr17:55822354-55822373_AC007431.1_-	AC007431.1	157	403	454	25
chr17:55822514-55822533_AC007431.1_+	AC007431.1	230	527	471	929
chr17:55822580-55822599_AC007431.1_-	AC007431.1	996	1100	603	1522
chr19:55147372-55147391_AC009892.10_+	LILRB1-AS1	1170	1405	1584	2631
chr2:47044435-47044454_AC016722.1_+	AC016722.1	1806	1589	1051	2065
chr2:47044528-47044547_AC016722.1_+	AC016722.1	507	956	1024	1119
chr2:47044529-47044548_AC016722.1_+	AC016722.1	1446	1206	904	2400
chr2:47049258-47049277_AC016722.1_-	AC016722.1	2083	2000	1721	3641
chr2:239136327-239136346_AC016757.3_-	AC016757.3	389	610	775	1172
chr2:239136387-239136406_AC016757.3_+	AC016757.3	1918	1422	866	1206
chr2:239133789-239133808_AC016757.3_+	AC016757.3	836	973	1098	1434
chr2:239133916-239133935_AC016757.3_+	AC016757.3	323	777	1045	1120
chr19:52097224-52097243_AC018755.1_-	AC018755.1	4324	2547	2099	1492
chr19:52097375-52097394_AC018755.1_-	AC018755.1	1446	1714	1224	1070
chr19:52097520-52097539_AC018755.1_-	AC018755.1	785	932	744	732
chr19:52096140-52096159_AC018755.1_-	AC018755.1	661	901	679	76
chr2:240500480-240500499_AC079612.1_-	AC079612.1	2396	2384	943	1796
chr2:240500481-240500500_AC079612.1_-	AC079612.1	1189	1411	703	793
chr2:240500584-240500603_AC079612.1_+	AC079612.1	689	1027	1240	2539
chr2:240504743-240504762_AC079612.1_-	AC079612.1	298	456	656	1269
chr7:3197760-3197779_AC091801.1_+	AC091801.1	0	0	0	0
chr7:3197764-3197783_AC091801.1_+	AC091801.1	471	687	688	816
chr7:3180756-3180775_AC091801.1_+	AC091801.1	1491	1827	1194	909
chr7:3180822-3180841_AC091801.1_-	AC091801.1	751	685	443	206
chr2:240702026-240702045_AC093802.1_+	AC093802.1	703	994	651	311
chr2:240702027-240702046_AC093802.1_+	AC093802.1	257	599	461	856
chr2:240702045-240702064_AC093802.1_-	AC093802.1	507	849	428	959
chr2:240702096-240702115_AC093802.1_+	AC093802.1	201	716	3305	1454
chr2:233877601-233877620_AC106876.2_+	AC106876.2	250	399	349	573
chr2:233877619-233877638_AC106876.2_-	AC106876.2	1357	1827	1397	834
chr2:233877620-233877639_AC106876.2_-	AC106876.2	979	1051	506	613
chr2:233877877-233877896_AC106876.2_-	AC106876.2	496	1091	489	709
chr3:38178401-38178420_ACAA1_+	ACAA1	2791	1942	1273	3049
chr3:38178137-38178156_ACAA1_-	ACAA1	308	219	210	666
chr3:38175457-38175476_ACAA1_+	ACAA1	862	1225	795	2387
chr3:38173445-38173464_ACAA1_-	ACAA1	249	319	324	1091
chr18:47339841-47339860_ACAA2_-	ACAA2	1561	1286	414	766
chr18:47329152-47329171_ACAA2_+	ACAA2	1194	1632	1130	1037
chr18:47323833-47323852_ACAA2_+	ACAA2	296	386	663	341
chr18:47320726-47320745_ACAA2_+	ACAA2	820	1141	972	355
chr17:35687213-35687232_ACACA_-	ACACA	685	750	804	1576
chr17:35641795-35641814_ACACA_-	ACACA	963	1521	650	1370
chr17:35640253-35640272_ACACA_-	ACACA	369	758	1155	2076
chr17:35616386-35616405_ACACA_-	ACACA	980	816	384	375
chr12:109577830-109577849_ACACB_-	ACACB	1324	1200	716	1408
chr12:109604723-109604742_ACACB_+	ACACB	1090	1132	1372	849
chr12:109605816-109605835_ACACB_-	ACACB	507	420	286	27
chr12:109609605-109609624_ACACB_+	ACACB	1353	1554	1083	1443
chr12:112130624-112130643_ACAD10_+	ACAD10	703	854	812	2671
chr12:112140040-112140059_ACAD10_-	ACAD10	357	519	531	480
chr12:112143552-112143571_ACAD10_-	ACAD10	1625	1194	594	627
chr12:112147352-112147371_ACAD10_+	ACAD10	1220	942	531	893
chr3:132363651-132363670_ACAD11_+	ACAD11	505	1042	1002	899
chr3:132358326-132358345_ACAD11_+	ACAD11	1117	1642	615	553
chr3:132350264-132350283_ACAD11_+	ACAD11	1001	529	425	210
chr3:132347196-132347215_ACAD11_+	ACAD11	2070	2051	1549	1542
chr11:134123481-134123500_ACAD8_+	ACAD8	444	891	838	1817
chr11:134126521-134126540_ACAD8_+	ACAD8	1998	1225	914	2074
chr11:134126975-134126994_ACAD8_+	ACAD8	580	1285	1567	1322
chr11:134128483-134128502_ACAD8_-	ACAD8	615	990	1718	856
chr3:128598637-128598656_ACAD9_-	ACAD9	366	854	883	1439
chr3:128614231-128614250_ACAD9_-	ACAD9	1086	1288	606	1808
chr3:128615340-128615359_ACAD9_-	ACAD9	55	177	293	150
chr3:128616524-128616543_ACAD9_+	ACAD9	79	303	627	463
chr2:211089968-211089987_ACADL_-	ACADL	2503	1399	879	1787
chr2:211085512-211085531_ACADL_-	ACADL	2344	1576	2032	1890
chr2:211082737-211082756_ACADL_-	ACADL	1442	1304	1068	1898
chr2:211081144-211081163_ACADL_+	ACADL	1296	1033	893	1673
chr1:76190460-76190479_ACADM_+	ACADM	1187	1041	854	421
chr1:76198378-76198397_ACADM_+	ACADM	781	983	1481	696
chr1:76198598-76198617_ACADM_-	ACADM	573	872	865	1096
chr1:76205761-76205780_ACADM_+	ACADM	1922	967	418	1306
chr10:124797295-124797314_ACADSB_-	ACADSB	672	924	368	757
chr10:124800160-124800179_ACADSB_-	ACADSB	869	659	433	371
chr10:124800779-124800798_ACADSB_+	ACADSB	943	939	223	1222
chr10:124812627-124812646_ACADSB_+	ACADSB	1586	2200	1334	2173
chr12:121164965-121164984_ACADS_+	ACADS	924	1143	678	1180
chr12:121174863-121174882_ACADS_+	ACADS	1416	1480	1021	1200
chr12:121175178-121175197_ACADS_-	ACADS	1793	841	227	205
chr12:121175716-121175735_ACADS_+	ACADS	649	520	565	1948
chr17:7123291-7123310_ACADVL_+	ACADVL	951	876	1024	1057
chr17:7123922-7123941_ACADVL_+	ACADVL	1531	1004	1044	2405
chr17:7124356-7124375_ACADVL_+	ACADVL	789	711	524	184
chr17:7124894-7124913_ACADVL_+	ACADVL	1398	1229	1448	1821
chr15:89379433-89379452_ACAN_+	ACAN	518	884	580	661
chr15:89400260-89400279_ACAN_+	ACAN	1534	1032	606	606
chr15:89400290-89400309_ACAN_-	ACAN	120	308	256	695
chr15:89400404-89400423_ACAN_-	ACAN	1039	867	960	2643
chr17:7245326-7245345_ACAP1_-	ACAP1	777	1452	1213	1848
chr17:7246722-7246741_ACAP1_+	ACAP1	812	706	398	288
chr17:7247254-7247273_ACAP1_+	ACAP1	641	846	583	835
chr17:7247876-7247895_ACAP1_+	ACAP1	1135	822	359	300
chr3:195063197-195063216_ACAP2_+	ACAP2	633	504	400	700
chr3:195053774-195053793_ACAP2_-	ACAP2	786	861	882	493
chr3:195027968-195027987_ACAP2_-	ACAP2	2994	1881	794	1096
chr3:195022694-195022713_ACAP2_-	ACAP2	860	1920	872	877
chr1:1243169-1243188_ACAP3_+	ACAP3	117	258	273	0
chr1:1239507-1239526_ACAP3_-	ACAP3	988	895	1110	1484
chr1:1238344-1238363_ACAP3_-	ACAP3	1548	1673	1008	1076
chr1:1235948-1235967_ACAP3_-	ACAP3	412	617	382	665
chr11:108004562-108004581_ACAT1_+	ACAT1	1122	1166	745	1049
chr11:108004980-108004999_ACAT1_+	ACAT1	1007	1666	964	2639
chr11:108005918-108005937_ACAT1_+	ACAT1	1228	894	786	511
chr11:108009682-108009701_ACAT1_+	ACAT1	418	734	814	407
chr6:160188167-160188186_ACAT2_+	ACAT2	1945	1844	932	1137
chr6:160189597-160189616_ACAT2_+	ACAT2	158	513	1049	786
chr6:160197199-160197218_ACAT2_+	ACAT2	1540	1687	668	1068
chr6:160199291-160199310_ACAT2_+	ACAT2	292	531	641	730
chr1:226374302-226374321_ACBD3_-	ACBD3	959	1138	1173	1365
chr1:226353578-226353597_ACBD3_+	ACBD3	312	802	728	767
chr1:226352567-226352586_ACBD3_+	ACBD3	327	844	849	615
chr1:226349287-226349306_ACBD3_-	ACBD3	2511	1260	943	1215
chr17:43213910-43213929_ACBD4_+	ACBD4	2293	1782	1392	1923
chr17:43214074-43214093_ACBD4_+	ACBD4	202	338	472	256
chr17:43214446-43214465_ACBD4_-	ACBD4	692	1340	773	1735
chr17:43215122-43215141_ACBD4_+	ACBD4	1771	2192	3600	3885
chr10:27499811-27499830_ACBD5_-	ACBD5	1286	1144	1021	1058
chr10:27499835-27499854_ACBD5_-	ACBD5	1692	1677	1085	1339
chr10:27497350-27497369_ACBD5_-	ACBD5	1979	1362	983	1132
chr10:27493440-27493459_ACBD5_+	ACBD5	608	731	671	350
chr1:180471355-180471374_ACBD6_-	ACBD6	2887	1732	1003	1089
chr1:180471379-180471398_ACBD6_-	ACBD6	656	685	576	2905
chr1:180471380-180471399_ACBD6_-	ACBD6	19	92	335	475
chr1:180257506-180257525_ACBD6_-	ACBD6	1979	1258	518	494
chr10:15120963-15120982_ACBD7_-	ACBD7	232	205	231	69
chr10:15120984-15121003_ACBD7_-	ACBD7	737	1146	1292	1102
chr10:15120706-15120725_ACBD7_-	ACBD7	1201	1190	906	1638
chr10:15120594-15120613_ACBD7_-	ACBD7	448	972	934	2233
chr11:44070000-44070019_ACCSL_-	ACCSL	482	442	1417	270
chr11:44072888-44072907_ACCSL_-	ACCSL	491	916	718	925
chr11:44073243-44073262_ACCSL_-	ACCSL	2513	1940	1629	1145
chr11:44074255-44074274_ACCSL_+	ACCSL	289	437	818	360
chr11:44089414-44089433_ACCS_+	ACCS	749	1131	895	2553
chr11:44095002-44095021_ACCS_+	ACCS	1902	1808	1151	747
chr11:44096165-44096184_ACCS_-	ACCS	1290	1806	1453	2376
chr11:44097073-44097092_ACCS_+	ACCS	2132	2036	1812	1399
chr16:67694149-67694168_ACD_+	ACD	773	435	164	379
chr16:67693927-67693946_ACD_-	ACD	1366	1355	1362	1504
chr16:67693674-67693693_ACD_-	ACD	1735	1526	659	275
chr16:67693440-67693459_ACD_+	ACD	1688	1847	1149	923
chrX:15607507-15607526_ACE2_-	ACE2	164	153	185	56
chrX:15605873-15605892_ACE2_+	ACE2	509	849	806	1205
chrX:15596413-15596432_ACE2_-	ACE2	810	1105	1080	564
chrX:15593835-15593854_ACE2_-	ACE2	219	681	817	874
chr19:6312203-6312222_ACER1_+	ACER1	1131	1446	1156	377
chr19:6312231-6312250_ACER1_-	ACER1	1385	989	1257	282
chr19:6309758-6309777_ACER1_+	ACER1	1771	1287	659	2344
chr19:6306830-6306849_ACER1_+	ACER1	1333	1334	1049	1615
chr9:19409169-19409188_ACER2_+	ACER2	267	467	456	943
chr9:19423917-19423936_ACER2_+	ACER2	106	386	348	497
chr9:19435040-19435059_ACER2_-	ACER2	189	608	459	632
chr9:19446335-19446354_ACER2_-	ACER2	2265	1487	1028	760
chr11:76572067-76572086_ACER3_-	ACER3	1500	1669	1495	1055
chr11:76726070-76726089_ACER3_-	ACER3	727	811	819	340
chr11:76727797-76727816_ACER3_-	ACER3	862	879	1180	1944
chr11:76731339-76731358_ACER3_-	ACER3	1417	1389	1111	1268
chr17:61559020-61559039_ACE_+	ACE	318	642	560	484
chr17:61559024-61559043_ACE_+	ACE	664	947	461	233
chr17:61568668-61568687_ACE_+	ACE	692	829	464	326
chr17:61568709-61568728_ACE_-	ACE	1368	924	562	607
chr7:100491304-100491323_ACHE_-	ACHE	996	665	338	670
chr7:100490125-100490144_ACHE_+	ACHE	999	942	977	1063
chr7:100488815-100488834_ACHE_+	ACHE	254	296	361	175
chr7:100487910-100487929_ACHE_-	ACHE	1687	971	915	1862
chr14:23559271-23559290_ACIN1_-	ACIN1	1495	696	829	987
chr14:23550969-23550988_ACIN1_-	ACIN1	888	749	1270	777
chr14:23549099-23549118_ACIN1_-	ACIN1	1655	1852	1055	937
chr14:23548125-23548144_ACIN1_-	ACIN1	3017	1831	809	2789
chr3:42906125-42906144_ACKR2_-	ACKR2	1518	1340	1340	812
chr3:42906311-42906330_ACKR2_-	ACKR2	1143	1465	1188	603
chr3:42906608-42906627_ACKR2_-	ACKR2	384	452	542	405
chr3:42906923-42906942_ACKR2_-	ACKR2	344	513	234	0
chr2:237489122-237489141_ACKR3_+	ACKR3	1183	1561	689	1967
chr2:237489381-237489400_ACKR3_-	ACKR3	683	1166	480	1110
chr2:237489423-237489442_ACKR3_+	ACKR3	1638	1609	987	481
chr2:237489878-237489897_ACKR3_-	ACKR3	190	712	842	2513
chr3:132319373-132319392_ACKR4_-	ACKR4	400	1335	674	943
chr3:132319423-132319442_ACKR4_-	ACKR4	265	600	690	345
chr3:132319808-132319827_ACKR4_-	ACKR4	437	624	1237	860
chr3:132320035-132320054_ACKR4_-	ACKR4	335	921	1162	621
chr17:40070030-40070049_ACLY_-	ACLY	0	66	688	501
chr17:40068758-40068777_ACLY_-	ACLY	246	596	368	171
chr17:40065812-40065831_ACLY_-	ACLY	114	220	516	349
chr17:40065225-40065244_ACLY_+	ACLY	105	360	621	317
chr2:135602826-135602845_ACMSD_+	ACMSD	866	1230	539	838
chr2:135616851-135616870_ACMSD_+	ACMSD	2615	2005	1293	77
chr2:135619558-135619577_ACMSD_-	ACMSD	1391	1086	515	677
chr2:135621114-135621133_ACMSD_+	ACMSD	34	125	165	16
chr7:96747042-96747061_ACN9_-	SDHAF3	2374	2488	1901	1340
chr7:96747124-96747143_ACN9_-	SDHAF3	696	1016	624	454
chr7:96747150-96747169_ACN9_+	SDHAF3	1356	1611	1425	1355
chr7:96747161-96747180_ACN9_+	SDHAF3	820	569	59	159
chr9:32408523-32408542_ACO1_-	ACO1	995	987	565	2544
chr9:32418410-32418429_ACO1_+	ACO1	2225	1823	895	713
chr9:32419137-32419156_ACO1_-	ACO1	3605	3572	2084	2814
chr9:32424604-32424623_ACO1_-	ACO1	557	1194	626	326
chr22:41895785-41895804_ACO2_-	ACO2	927	825	459	1014
chr22:41903869-41903888_ACO2_+	ACO2	353	760	775	418
chr22:41911407-41911426_ACO2_-	ACO2	365	327	273	12
chr22:41911870-41911889_ACO2_+	ACO2	8	89	223	35
chr1:55050391-55050410_ACOT11_+	ACOT11	603	994	658	713
chr1:55051507-55051526_ACOT11_-	ACOT11	1789	2214	2410	719
chr1:55058228-55058247_ACOT11_+	ACOT11	196	293	172	85
chr1:55059678-55059697_ACOT11_-	ACOT11	228	153	97	144
chr5:80689895-80689914_ACOT12_+	ACOT12	339	725	574	484
chr5:80681590-80681609_ACOT12_+	ACOT12	1467	1417	1208	2612
chr5:80643711-80643730_ACOT12_-	ACOT12	0	0	0	0
chr5:80641798-80641817_ACOT12_+	ACOT12	830	1048	398	316
chr6:24667521-24667540_ACOT13_+	ACOT13	1221	832	790	1579
chr6:24698177-24698196_ACOT13_+	ACOT13	580	597	739	1583
chr6:24698180-24698199_ACOT13_+	ACOT13	855	1053	851	549
chr6:24701775-24701794_ACOT13_+	ACOT13	3784	2280	1261	66
chr14:74035974-74035993_ACOT2_-	ACOT2	1551	1208	1091	801
chr14:74036028-74036047_ACOT2_-	ACOT2	756	390	466	70
chr14:74036030-74036049_ACOT2_+	ACOT2	2464	2520	1550	861
chr14:74036060-74036079_ACOT2_+	ACOT2	1036	1618	1581	1809
chr14:74059005-74059024_ACOT4_-	ACOT4	1394	1558	975	1195
chr14:74060403-74060422_ACOT4_+	ACOT4	703	1041	1087	981
chr14:74060542-74060561_ACOT4_+	ACOT4	221	678	885	617
chr14:74062107-74062126_ACOT4_+	ACOT4	1028	1192	745	742
chr14:74086029-74086048_ACOT6_-	ACOT6	810	1194	618	2530
chr14:74086382-74086401_ACOT6_-	ACOT6	1203	1652	1110	2065
chr14:74086435-74086454_ACOT6_+	ACOT6	10	48	81	129
chr14:74086441-74086460_ACOT6_+	ACOT6	495	451	647	1531
chr1:6445560-6445579_ACOT7_+	ACOT7	2485	1990	1176	983
chr1:6409882-6409901_ACOT7_-	ACOT7	41	167	301	215
chr1:6399611-6399630_ACOT7_+	ACOT7	1054	756	671	1668
chr1:6393597-6393616_ACOT7_-	ACOT7	1680	2186	643	664
chr20:44485867-44485886_ACOT8_+	ACOT8	1134	710	465	1047
chr20:44477285-44477304_ACOT8_-	ACOT8	814	1072	452	225
chr20:44472914-44472933_ACOT8_-	ACOT8	1619	1185	590	300
chr20:44472331-44472350_ACOT8_-	ACOT8	1110	1291	828	1763
chrX:23761256-23761275_ACOT9_-	ACOT9	256	226	899	87
chrX:23754103-23754122_ACOT9_+	ACOT9	3169	3681	1948	2037
chrX:23751291-23751310_ACOT9_-	ACOT9	836	1226	841	735
chrX:23748969-23748988_ACOT9_+	ACOT9	1181	827	481	850
chr17:73974691-73974710_ACOX1_+	ACOX1	1342	1375	691	876
chr17:73956327-73956346_ACOX1_+	ACOX1	442	433	381	211
chr17:73953544-73953563_ACOX1_+	ACOX1	2626	1198	939	1175
chr17:73951981-73952000_ACOX1_-	ACOX1	428	897	548	764
chr3:58520737-58520756_ACOX2_-	ACOX2	1073	989	581	2470
chr3:58520164-58520183_ACOX2_-	ACOX2	1447	887	762	188
chr3:58519212-58519231_ACOX2_+	ACOX2	89	307	561	752
chr3:58517496-58517515_ACOX2_+	ACOX2	573	659	488	488
chr4:8418236-8418255_ACOX3_-	ACOX3	2095	2199	1477	1955
chr4:8417640-8417659_ACOX3_+	ACOX3	632	1106	791	894
chr4:8416074-8416093_ACOX3_-	ACOX3	558	1175	151	400
chr4:8412004-8412023_ACOX3_-	ACOX3	1370	1287	927	1033
chr2:111525984-111526003_ACOXL_+	ACOXL	822	1526	1285	952
chr2:111542347-111542366_ACOXL_+	ACOXL	2427	1727	977	897
chr2:111551670-111551689_ACOXL_+	ACOXL	744	552	107	187
chr2:111556598-111556617_ACOXL_-	ACOXL	773	1052	597	165
chr2:272210-272229_ACP1_+	ACP1	316	584	595	1485
chr2:272248-272267_ACP1_-	ACP1	561	907	889	879
chr2:277274-277293_ACP1_+	ACP1	2150	734	613	1551
chr2:277284-277303_ACP1_+	ACP1	898	1156	1202	4121
chr11:47269642-47269661_ACP2_-	ACP2	411	807	663	1413
chr11:47269222-47269241_ACP2_+	ACP2	339	349	227	181
chr11:47267290-47267309_ACP2_+	ACP2	902	785	842	1742
chr11:47267108-47267127_ACP2_-	ACP2	1155	1392	978	600
chr19:11687931-11687950_ACP5_+	ACP5	317	771	902	158
chr19:11687533-11687552_ACP5_-	ACP5	414	583	335	60
chr19:11687213-11687232_ACP5_-	ACP5	2107	1147	983	1469
chr19:11685855-11685874_ACP5_+	ACP5	1563	1996	1529	1521
chr1:147142096-147142115_ACP6_+	ACP6	1676	1367	1038	3048
chr1:147131817-147131836_ACP6_-	ACP6	628	666	678	796
chr1:147131518-147131537_ACP6_-	ACP6	927	997	732	1609
chr1:147124289-147124308_ACP6_-	ACP6	251	666	610	435
chr3:140979055-140979074_ACPL2_-	PXYLP1	2259	1670	534	935
chr3:140998252-140998271_ACPL2_+	PXYLP1	2004	1414	806	124
chr3:141006232-141006251_ACPL2_-	PXYLP1	1962	1838	957	1250
chr3:141012018-141012037_ACPL2_+	PXYLP1	989	1498	778	661
chr3:132036328-132036347_ACPP_+	ACP3	1234	905	573	1958
chr3:132051159-132051178_ACPP_-	ACP3	1705	1421	521	1166
chr3:132063882-132063901_ACPP_+	ACP3	960	1101	432	869
chr3:132071591-132071610_ACPP_+	ACP3	686	938	777	1963
chr19:51293701-51293720_ACPT_-	ACP4	0	0	0	0
chr19:51293906-51293925_ACPT_+	ACP4	854	1013	978	556
chr19:51294108-51294127_ACPT_-	ACP4	1333	1771	890	1232
chr19:51295046-51295065_ACPT_-	ACP4	1995	1748	1400	3195
chr12:6756516-6756535_ACRBP_-	ACRBP	865	1276	497	354
chr12:6755957-6755976_ACRBP_+	ACRBP	156	626	928	965
chr12:6755651-6755670_ACRBP_-	ACRBP	942	1172	1413	1813
chr12:6754374-6754393_ACRBP_+	ACRBP	208	474	601	19
chrX:70811991-70812010_ACRC_+	GCNA	4685	2789	1323	2647
chrX:70814200-70814219_ACRC_+	GCNA	2542	1545	1269	4829
chrX:70817805-70817824_ACRC_-	GCNA	1818	1511	538	2701
chrX:70824428-70824447_ACRC_+	GCNA	3162	2567	887	679
chr11:125550607-125550626_ACRV1_+	ACRV1	1829	1479	980	230
chr11:125550626-125550645_ACRV1_-	ACRV1	1432	1422	1317	1622
chr11:125547931-125547950_ACRV1_-	ACRV1	2956	1912	640	651
chr11:125542546-125542565_ACRV1_-	ACRV1	213	631	564	742
chr22:51177733-51177752_ACR_-	ACR	466	1010	1459	1067
chr22:51178291-51178310_ACR_-	ACR	1599	2228	820	896
chr22:51182543-51182562_ACR_+	ACR	407	1077	849	760
chr22:51183135-51183154_ACR_+	ACR	33	18	97	95
chr15:78500357-78500376_ACSBG1_-	ACSBG1	1667	1949	1844	1570
chr15:78486850-78486869_ACSBG1_-	ACSBG1	845	697	754	100
chr15:78486294-78486313_ACSBG1_+	ACSBG1	731	1183	694	526
chr15:78474939-78474958_ACSBG1_-	ACSBG1	608	763	389	218
chr19:6147598-6147617_ACSBG2_-	ACSBG2	296	302	366	766
chr19:6165981-6166000_ACSBG2_+	ACSBG2	2704	2190	882	387
chr19:6177278-6177297_ACSBG2_+	ACSBG2	431	187	339	10
chr19:6182824-6182843_ACSBG2_+	ACSBG2	2255	1198	976	5804
chr17:48503726-48503745_ACSF2_-	ACSF2	982	1164	402	11
chr17:48538139-48538158_ACSF2_+	ACSF2	655	653	452	1425
chr17:48538709-48538728_ACSF2_-	ACSF2	1662	1744	1076	281
chr17:48539790-48539809_ACSF2_+	ACSF2	779	927	635	50
chr16:89167223-89167242_ACSF3_-	ACSF3	765	1051	344	928
chr16:89169089-89169108_ACSF3_-	ACSF3	857	890	1034	418
chr16:89178513-89178532_ACSF3_+	ACSF3	219	387	177	810
chr16:89211748-89211767_ACSF3_+	ACSF3	1178	1638	561	1790
chr4:185709790-185709809_ACSL1_-	ACSL1	830	1279	329	1237
chr4:185705116-185705135_ACSL1_+	ACSL1	853	734	386	168
chr4:185701507-185701526_ACSL1_+	ACSL1	930	1277	1230	1279
chr4:185697643-185697662_ACSL1_-	ACSL1	650	1075	725	601
chr2:223783861-223783880_ACSL3_-	ACSL3	1267	720	515	97
chr2:223786057-223786076_ACSL3_+	ACSL3	161	422	266	14
chr2:223787424-223787443_ACSL3_+	ACSL3	1840	1922	842	1437
chr2:223791748-223791767_ACSL3_+	ACSL3	878	994	833	3488
chrX:108924286-108924305_ACSL4_-	ACSL4	1355	1555	1182	601
chrX:108921614-108921633_ACSL4_+	ACSL4	787	659	862	730
chrX:108911470-108911489_ACSL4_-	ACSL4	847	1020	922	3260
chrX:108906460-108906479_ACSL4_-	ACSL4	646	1074	822	414
chr10:114158655-114158674_ACSL5_+	ACSL5	1343	1645	719	1119
chr10:114164486-114164505_ACSL5_-	ACSL5	1131	1045	1027	845
chr10:114169374-114169393_ACSL5_-	ACSL5	1099	628	359	284
chr10:114170363-114170382_ACSL5_+	ACSL5	977	1678	914	1249
chr5:131329811-131329830_ACSL6_+	ACSL6	772	1294	407	305
chr5:131326563-131326582_ACSL6_-	ACSL6	605	500	438	534
chr5:131325811-131325830_ACSL6_-	ACSL6	592	965	951	1074
chr5:131325083-131325102_ACSL6_+	ACSL6	2436	1813	732	997
chr16:20702372-20702391_ACSM1_-	ACSM1	563	482	414	323
chr16:20696611-20696630_ACSM1_+	ACSM1	775	684	197	216
chr16:20693711-20693730_ACSM1_-	ACSM1	901	548	627	648
chr16:20682866-20682885_ACSM1_+	ACSM1	26	111	108	125
chr16:20486990-20487009_ACSM2A_+	ACSM2A	1384	2301	843	1829
chr16:20497990-20498009_ACSM2A_-	ACSM2A	862	885	586	245
chr16:20559470-20559489_ACSM2B_-	ACSM2B	1976	1687	768	2043
chr16:20559472-20559491_ACSM2B_-	ACSM2B	3932	3446	2223	2110
chr16:20559475-20559494_ACSM2B_-	ACSM2B	358	754	801	1674
chr16:20548571-20548590_ACSM2B_+	ACSM2B	581	1102	589	593
chr16:20781493-20781512_ACSM3_+	ACSM3	2008	3120	1005	2312
chr16:20787278-20787297_ACSM3_+	ACSM3	1212	1308	865	1035
chr16:20788854-20788873_ACSM3_+	ACSM3	1201	960	831	430
